MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
0-30104-0;24;0;<attribute 'month' of 'datetime.date' objects>;0;9000;1533.93;0.17043666666666668;[1084, 1076, 1126, 1041, 1273, 0];[25, 23, 32, 9, 51, 0]
0-36971-2;24;0;<attribute 'month' of 'datetime.date' objects>;2;24000;39969.08;1.6653783333333334;[1115, 1497, 1064, 1082, 1190, 1123, 0];[30, 57, 17, 24, 43, 31, 0]
0-37483-2;24;0;<attribute 'month' of 'datetime.date' objects>;2;24000;18117.629999999997;0.7549012499999999;[1204, 1065, 1056, 1179, 1063, 1372, 1062, 1061, 1174, 0];[45, 18, 13, 40, 16, 56, 15, 14, 37, 0]
1-33817-1;24;1;<attribute 'month' of 'datetime.date' objects>;1;12000;3661.84;0.30515333333333333;[1315, 1350, 1236, 1030, 0];[53, 54, 49, 5, 0]
1-38019-2;24;1;<attribute 'month' of 'datetime.date' objects>;2;24000;8710.67;0.36294458333333335;[1193, 1053, 1313, 1016, 0];[44, 12, 52, 3, 0]
1-38573-2;24;1;<attribute 'month' of 'datetime.date' objects>;2;24000;8351.95;0.3479979166666667;[1035, 1176, 1031, 1091, 0];[8, 38, 6, 28, 0]
2-46-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;14.08;0.0015644444444444445;[1213, 0];[47, 0]
2-6643-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2346.92;0.2607688888888889;[1165, 1084, 1020, 0];[36, 25, 4, 0]
2-17924-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;856.9;0.09521111111111111;[1063, 1062, 1115, 0];[16, 15, 30, 0]
2-21028-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0.0;0.0;[1068, 1067, 1371, 0];[20, 19, 55, 0]
2-33392-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;5564.06;0.4636716666666667;[1050, 1070, 1255, 1034, 1089, 0];[11, 21, 50, 7, 27, 0]
2-37950-2;24;2;<attribute 'month' of 'datetime.date' objects>;2;24000;6208.0;0.25866666666666666;[1102, 1187, 1045, 1186, 1151, 0];[29, 42, 10, 41, 34, 0]
3-195-2;24;3;<attribute 'month' of 'datetime.date' objects>;2;24000;7640.43;0.31835125000000003;[1016, 1133, 0];[3, 33, 0]
